"Time (s) Run #1","Angular Velocity - z (rad/s) Run #1"
12.100,-1.8
12.150,-1.8
12.200,-1.8
12.250,-1.8
12.300,-1.8
12.350,-1.8
12.400,-1.8
12.450,-1.8
12.500,-1.8
12.550,-1.8
12.600,-1.8
12.650,-1.8
12.700,-1.8
12.750,-1.8
12.800,-1.8
12.850,-1.8
12.900,-1.8
12.950,-1.8
13.000,-1.8
13.050,-1.8
13.100,-1.8
13.150,-1.8
13.200,-1.8
13.250,-1.8
13.300,-1.8
13.350,-1.8
13.400,-1.8
13.450,-1.8
13.500,-1.8
13.550,-1.8
13.600,-1.8
13.650,-1.8
13.700,-1.8
13.750,-1.8
13.800,-1.8
13.850,-1.8
13.900,-1.8
13.950,-1.8
14.000,-1.8
14.050,-1.8
14.100,-1.8
14.150,-1.8
14.200,-1.8
14.250,-1.8
14.300,-1.8
14.350,-1.8
14.400,-1.8
14.450,-1.8
14.500,-1.8
14.550,-1.8
14.600,-1.8
14.650,-1.8
14.700,-1.8
14.750,-1.8
14.800,-1.8
14.850,-1.8
14.900,-1.8
14.950,-1.8
15.000,-1.8
15.050,-1.8
15.100,-1.8
15.150,-1.8
15.200,-1.8
15.250,-1.8
15.300,-1.8
15.350,-1.8
15.400,-1.8
15.450,-1.8
15.500,-1.8
15.550,-1.8
15.600,-1.8
15.650,-1.8
15.700,-1.8
15.750,-1.8
15.800,-1.8
15.850,-1.8
15.900,-1.8
15.950,-1.8
16.000,-1.8
16.050,-1.8
16.100,-1.8
16.150,-1.8
16.200,-1.8
16.250,-1.8
16.300,-1.8
16.350,-1.8
16.400,-1.8
16.450,-1.8
16.500,-1.8
16.550,-1.8
16.600,-1.8
16.650,-1.8
16.700,-1.8
16.750,-1.8
16.800,-1.8
16.850,-1.8
16.900,-1.8
16.950,-1.8
17.000,-1.8
17.050,-1.8
17.100,-1.8
17.150,-1.8
17.200,-1.8
17.250,-1.8
17.300,-1.8
17.350,-1.8
17.400,-1.8
17.450,-1.8
17.500,-1.8
17.550,-1.8
17.600,-1.8
17.650,-1.8
17.700,-1.8
17.750,-1.8
17.800,-1.8
17.850,-1.8
17.900,-1.8
17.950,-1.8
18.000,-1.8
18.050,-1.8
18.100,-1.8
18.150,-1.8
18.200,-1.8
18.250,-1.8
18.300,-1.8
18.350,-1.8
18.400,-1.8
18.450,-1.8
18.500,-1.8
18.550,-1.8
18.600,-1.8
18.650,-1.8
18.700,-1.8
18.750,-1.8
18.800,-1.8
18.850,-1.8
18.900,-1.8
18.950,-1.8
19.000,-1.8
19.050,-1.8
19.100,-1.8
19.150,-1.8
19.200,-1.8
19.250,-1.8
19.300,-1.8
19.350,-1.8
19.400,-1.8
19.450,-1.8
19.500,-1.8
19.550,-1.8
19.600,-1.8
19.650,-1.8
19.700,-1.8
19.750,-1.8
19.800,-1.8
19.850,-1.8
19.900,-1.8
19.950,-1.8
20.000,-1.8
20.050,-1.8
20.100,-1.8
20.150,-1.8
20.200,-1.8
20.250,-1.8
20.300,-1.8
20.350,-1.8
20.400,-1.8
20.450,-1.8
20.500,-1.8
20.550,-1.8
20.600,-1.8
20.650,-1.8
20.700,-1.8
20.750,-1.8
20.800,-1.8
20.850,-1.8
20.900,-1.8
20.950,-1.8
21.000,-1.8
21.050,-1.8
21.100,-1.8
21.150,-1.8
21.200,-1.8
21.250,-1.8
21.300,-1.8
21.350,-1.8
21.400,-1.8
21.450,-1.8
21.500,-1.8
21.550,-1.8
21.600,-1.8
21.650,-1.8
21.700,-1.8
21.750,-1.8
21.800,-1.8
21.850,-1.7
21.900,-1.8
21.950,-1.8
22.000,-1.7
22.050,-1.8
22.100,-1.7
22.150,-1.7
22.200,-1.7
22.250,-1.7
22.300,-1.7
22.350,-1.7
22.400,-1.7
22.450,-1.7
22.500,-1.7
22.550,-1.7
22.600,-1.7
22.650,-1.7
22.700,-1.7
22.750,-1.7
22.800,-1.7
22.850,-1.7
22.900,-1.7
22.950,-1.7
23.000,-1.7
23.050,-1.7
23.100,-1.7
23.150,-1.7
23.200,-1.7
23.250,-1.7
23.300,-1.7
23.350,-1.7
23.400,-1.7
23.450,-1.7
23.500,-1.7
23.550,-1.7
23.600,-1.7
23.650,-1.7
23.700,-1.7
23.750,-1.7
23.800,-1.7
23.850,-1.7
23.900,-1.7
23.950,-1.7
24.000,-1.7
24.050,-1.7
24.100,-1.7
24.150,-1.7
24.200,-1.7
24.250,-1.7
24.300,-1.7
24.350,-1.7
24.400,-1.7
24.450,-1.7
24.500,-1.7
24.550,-1.7
24.600,-1.7
24.650,-1.7
24.700,-1.7
24.750,-1.7
24.800,-1.7
24.850,-1.7
24.900,-1.7
24.950,-1.7
25.000,-1.7
25.050,-1.7
25.100,-1.7
25.150,-1.7
25.200,-1.7
25.250,-1.7
25.300,-1.7
25.350,-1.7
25.400,-1.7
25.450,-1.7
25.500,-1.7
25.550,-1.5
25.600,-1.7
25.650,-1.7
25.700,-1.7
25.750,-1.7
25.800,-1.7
25.850,-1.7
25.900,-1.7
25.950,-1.7
26.000,-1.7
26.050,-1.7
26.100,-1.7
26.150,-1.7
26.200,-1.7
26.250,-1.7
26.300,-1.7
26.350,-1.7
26.400,-1.7
26.450,-1.7
26.500,-1.7
26.550,-1.7
26.600,-1.7
26.650,-1.7
26.700,-1.7
26.750,-1.7
26.800,-1.7
26.850,-1.7
26.900,-1.7
26.950,-1.7
27.000,-1.7
27.050,-1.7
27.100,-1.7
27.150,-1.7
27.200,-1.7
27.250,-1.7
27.300,-1.5
27.350,-1.7
27.400,-1.7
27.450,-1.7
27.500,-1.7
27.550,-1.7
27.600,-1.7
27.650,-1.7
27.700,-1.7
27.750,-1.7
27.800,-1.7
27.850,-1.7
27.900,-1.7
27.950,-1.7
28.000,-1.7
28.050,-1.7
28.100,-1.7
28.150,-1.7
28.200,-1.7
28.250,-1.5
28.300,-1.7
28.350,-1.7
28.400,-1.7
28.450,-1.7
28.500,-1.7
28.550,-1.7
28.600,-1.7
28.650,-1.7
28.700,-1.7
28.750,-1.7
28.800,-1.7
28.850,-1.7
28.900,-1.7
28.950,-1.7
29.000,-1.7
29.050,-1.7
29.100,-1.7
29.150,-1.7
29.200,-1.7
29.250,-1.7
29.300,-1.7
29.350,-1.7
29.400,-1.7
29.450,-1.7
29.500,-1.7
29.550,-1.7
29.600,-1.7
29.650,-1.7
29.700,-1.7
29.750,-1.7
29.800,-1.7
29.850,-1.7
29.900,-1.7
29.950,-1.7
30.000,-1.7
30.050,-1.7
30.100,-1.7
30.150,-1.7
30.200,-1.7
30.250,-1.7
30.300,-1.7
30.350,-1.7
30.400,-1.7
30.450,-1.7
30.500,-1.7
30.550,-1.7
30.600,-1.7
30.650,-1.7
30.700,-1.7
30.750,-1.7
30.800,-1.7
30.850,-1.7
30.900,-1.7
30.950,-1.7
31.000,-1.7
31.050,-1.6
31.100,-1.6
31.150,-1.6
31.200,-1.6
31.250,-1.6
31.300,-1.6
31.350,-1.6
31.400,-1.7
31.450,-1.7
31.500,-1.7
31.550,-1.7
31.600,-1.7
31.650,-1.6
31.700,-1.6
31.750,-1.5
31.800,-1.5
31.850,-1.4
31.900,-1.4
31.950,-1.3
32.000,-1.3
32.050,-1.2
32.100,-1.2
