"Time (s) Run #1","Angular Velocity - z (rad/s) Run #1"
17.600,-4.4
17.650,-4.4
17.700,-4.4
17.750,-4.4
17.800,-4.4
17.850,-4.4
17.900,-4.4
17.950,-4.4
18.000,-4.4
18.050,-4.4
18.100,-4.4
18.150,-4.4
18.200,-4.4
18.250,-4.4
18.300,-4.4
18.350,-4.4
18.400,-4.4
18.450,-4.4
18.500,-4.4
18.550,-4.4
18.600,-4.4
18.650,-4.4
18.700,-4.4
18.750,-4.4
18.800,-4.4
18.850,-4.4
18.900,-4.4
18.950,-4.4
19.000,-4.4
19.050,-4.4
19.100,-4.4
19.150,-4.4
19.200,-4.4
19.250,-4.4
19.300,-4.4
19.350,-4.4
19.400,-4.4
19.450,-4.4
19.500,-4.4
19.550,-4.4
19.600,-4.3
19.650,-4.3
19.700,-4.3
19.750,-4.3
19.800,-4.3
19.850,-4.3
19.900,-4.3
19.950,-4.3
20.000,-4.4
20.050,-4.4
20.100,-4.3
20.150,-4.3
20.200,-4.3
20.250,-4.3
20.300,-4.3
20.350,-4.2
20.400,-4.0
20.450,-3.8
20.500,-3.6
20.550,-3.3
20.600,-3.1
20.650,-2.9
20.700,-2.8
20.750,-2.8
20.800,-2.7
20.850,-2.6
20.900,-2.5
20.950,-2.5
21.000,-2.4
21.050,-2.3
21.100,-2.0
21.150,-2.2
21.200,-2.2
21.250,-2.2
21.300,-2.1
21.350,-2.1
21.400,-2.2
21.450,-2.1
21.500,-2.1
21.550,-2.1
21.600,-2.1
21.650,-2.1
21.700,-2.1
21.750,-2.1
21.800,-2.1
21.850,-2.1
21.900,-2.1
21.950,-2.1
22.000,-2.1
22.050,-2.1
22.100,-2.1
22.150,-2.1
22.200,-2.1
22.250,-2.1
22.300,-2.1
22.350,-2.1
22.400,-2.1
22.450,-2.1
22.500,-2.1
22.550,-2.1
22.600,-2.1
22.650,-2.1
22.700,-2.1
22.750,-2.1
22.800,-2.1
22.850,-2.1
22.900,-2.1
22.950,-2.1
23.000,-2.1
23.050,-2.1
23.100,-2.1
23.150,-2.1
23.200,-2.1
23.250,-2.1
23.300,-2.1
23.350,-2.1
23.400,-2.1
23.450,-2.1
23.500,-2.1
23.550,-2.1
23.600,-2.1
23.650,-2.1
23.700,-2.1
23.750,-2.1
23.800,-2.1
23.850,-2.1
23.900,-2.1
23.950,-2.1
24.000,-2.1
24.050,-2.1
24.100,-2.1
24.150,-2.1
24.200,-2.1
24.250,-2.1
24.300,-2.1
24.350,-2.1
24.400,-2.1
24.450,-2.1
24.500,-2.1
24.550,-2.1
24.600,-2.1
24.650,-2.1
24.700,-2.1
24.750,-2.1
24.800,-2.1
24.850,-2.1
24.900,-2.1
24.950,-2.1
25.000,-2.1
25.050,-2.1
25.100,-2.1
25.150,-2.1
25.200,-2.1
25.250,-2.1
25.300,-2.1
25.350,-2.1
25.400,-2.1
25.450,-2.1
25.500,-2.1
25.550,-2.1
25.600,-2.1
25.650,-2.1
25.700,-2.1
25.750,-2.1
25.800,-2.1
25.850,-2.1
25.900,-2.1
25.950,-2.1
26.000,-2.1
26.050,-2.1
26.100,-2.1
26.150,-2.1
26.200,-2.1
26.250,-2.1
26.300,-2.1
26.350,-2.1
26.400,-2.1
26.450,-2.1
26.500,-2.1
26.550,-2.1
26.600,-2.1
26.650,-2.1
26.700,-2.1
26.750,-2.1
26.800,-2.1
26.850,-2.1
26.900,-2.1
26.950,-2.1
27.000,-2.1
27.050,-2.1
27.100,-2.1
27.150,-2.1
27.200,-2.1
27.250,-2.1
27.300,-2.1
27.350,-2.1
27.400,-2.1
27.450,-2.1
27.500,-2.1
27.550,-2.1
27.600,-2.1
27.650,-2.1
27.700,-2.1
27.750,-2.1
27.800,-2.1
27.850,-2.1
27.900,-2.1
27.950,-2.1
28.000,-2.1
28.050,-2.1
28.100,-2.1
28.150,-2.1
28.200,-2.1
28.250,-2.1
28.300,-2.1
28.350,-2.1
28.400,-2.1
28.450,-2.1
28.500,-2.1
28.550,-2.1
28.600,-2.1
28.650,-2.1
28.700,-2.1
28.750,-2.1
28.800,-2.1
28.850,-2.1
28.900,-2.1
28.950,-2.1
29.000,-2.1
29.050,-2.1
29.100,-2.1
29.150,-2.1
29.200,-2.1
29.250,-2.1
29.300,-2.1
29.350,-2.1
29.400,-2.1
29.450,-2.1
29.500,-2.1
29.550,-2.1
29.600,-2.1
29.650,-2.1
29.700,-2.1
29.750,-2.1
29.800,-2.1
29.850,-2.1
29.900,-2.1
29.950,-2.1
30.000,-2.0
30.050,-2.1
30.100,-2.1
30.150,-2.1
30.200,-2.0
30.250,-2.0
30.300,-2.0
30.350,-2.0
30.400,-2.0
30.450,-2.0
30.500,-2.0
30.550,-2.0
30.600,-2.0
30.650,-2.0
30.700,-2.0
30.750,-2.0
30.800,-2.0
30.850,-2.0
30.900,-2.0
30.950,-2.0
31.000,-2.0
31.050,-2.0
31.100,-2.0
31.150,-2.0
31.200,-2.0
31.250,-2.0
31.300,-2.0
31.350,-2.0
31.400,-2.0
31.450,-2.0
31.500,-2.0
31.550,-2.0
31.600,-2.0
31.650,-2.0
31.700,-2.0
31.750,-2.0
31.800,-2.0
31.850,-2.0
31.900,-2.0
31.950,-2.0
32.000,-2.0
32.050,-2.0
32.100,-2.0
32.150,-2.0
32.200,-2.0
32.250,-2.0
32.300,-2.0
32.350,-2.0
32.400,-2.0
32.450,-2.0
32.500,-2.0
32.550,-2.0
32.600,-2.0
32.650,-2.0
32.700,-2.0
32.750,-2.0
